"#","No.","Name","Laps","Lead","Lap Tm","Spd","Elapsed Tm","Passing Tm","Hits","Strength","Noise","Photocell Time","Transponder","Backup Tx","Backup Passing Tm","Class","Deleted"
"574","8","Team Skeppsbrons","65","68","1:11.186","108.1","1:22:43.437","11:05:25.835","137","158","3","","4867808","0","","R1","No"
"575","30","Team Gävlarna","65","68","1:09.901","110.1","1:22:44.018","11:05:26.416","130","163","3","","3289056","0","","R1","No"
"576","47","Nordic Light Racing","69","69","1:05.512","117.4","1:22:55.366","11:05:37.764","116","182","3","","7650748","0","","R2","No"
"577","117","Roslagen Racing BMW 323 compact","61","69","1:12.773","105.7","1:23:30.126","11:06:12.524","97","149","3","","7722653","0","","Standard","No"
"578","3","Häzen","64","69","1:11.413","107.7","1:23:35.247","11:06:17.645","114","148","3","","9515691","0","","R1","No"
"579","190","MoMo Racing Team MRT","61","69","1:09.531","110.6","1:23:37.937","11:06:20.335","126","162","3","","7493526","0","","R2","No"
"580","10","Tommes Pack Seat Leon","69","69","1:08.495","112.3","1:23:48.246","11:06:30.644","156","177","3","","9788538","0","","R2","No"
"581","27","BET","62","69","1:13.307","104.9","1:23:56.072","11:06:38.470","133","160","3","","7647018","0","","R1","No"
"582","8","Team Skeppsbrons","66","69","1:13.024","105.4","1:23:56.461","11:06:38.859","147","157","3","","4867808","0","","R1","No"
"583","99999","Miata TOT592","17","69","1:17.697","99.0","1:23:57.460","11:06:39.858","126","179","3","","2546610","0","","rest","No"
"584","30","Team Gävlarna","66","69","1:13.576","104.6","1:23:57.594","11:06:39.992","114","160","3","","3289056","0","","R1","No"
"585","47","Nordic Light Racing","70","70","1:09.611","110.5","1:24:04.977","11:06:47.375","122","182","3","","7650748","0","","R2","No"
"586","117","Roslagen Racing BMW 323 compact","62","70","1:13.330","104.9","1:24:43.456","11:07:25.854","99","148","3","","7722653","0","","Standard","No"
"587","3","Häzen","65","70","1:14.075","103.9","1:24:49.322","11:07:31.720","113","148","3","","9515691","0","","R1","No"
"588","190","MoMo Racing Team MRT","62","70","1:12.366","106.3","1:24:50.303","11:07:32.701","145","162","3","","7493526","0","","R2","No"
"589","10","Tommes Pack Seat Leon","70","70","1:05.116","118.1","1:24:53.362","11:07:35.760","146","177","3","","9788538","0","","R2","No"
"590","27","BET","63","70","1:13.989","104.0","1:25:10.061","11:07:52.459","152","159","3","","7647018","0","","R1","No"
"591","8","Team Skeppsbrons","67","70","1:13.851","104.2","1:25:10.312","11:07:52.710","137","155","3","","4867808","0","","R1","No"
"592","30","Team Gävlarna","67","70","1:13.720","104.4","1:25:11.314","11:07:53.712","134","165","3","","3289056","0","","R1","No"
"593","99999","Miata TOT592","18","70","1:18.086","98.5","1:25:15.546","11:07:57.944","140","179","3","","2546610","0","","rest","No"
"594","47","Nordic Light Racing","71","71","1:10.744","108.7","1:25:15.721","11:07:58.119","114","179","3","","7650748","0","","R2","No"
"595","117","Roslagen Racing BMW 323 compact","63","71","1:13.075","105.3","1:25:56.531","11:08:38.929","99","151","3","","7722653","0","","Standard","No"
"596","3","Häzen","66","71","1:09.287","111.0","1:25:58.609","11:08:41.007","106","147","3","","9515691","0","","R1","No"
"597","10","Tommes Pack Seat Leon","71","71","1:05.459","117.5","1:25:58.821","11:08:41.219","143","177","3","","9788538","0","","R2","No"
"598","190","MoMo Racing Team MRT","63","71","1:10.747","108.7","1:26:01.050","11:08:43.448","124","164","3","","7493526","0","","R2","No"
"599","27","BET","64","71","1:11.979","106.9","1:26:22.040","11:09:04.438","111","157","3","","7647018","0","","R1","No"
"600","8","Team Skeppsbrons","68","71","1:15.987","101.2","1:26:26.299","11:09:08.697","140","159","3","","4867808","0","","R1","No"
"601","47","Nordic Light Racing","72","72","1:13.296","105.0","1:26:29.017","11:09:11.415","112","179","3","","7650748","0","","R2","No"
"602","30","Team Gävlarna","68","72","1:22.232","93.6","1:26:33.546","11:09:15.944","151","164","3","","3289056","0","","R1","No"
"603","99999","Miata TOT592","19","72","1:18.637","97.8","1:26:34.183","11:09:16.581","137","179","3","","2546610","0","","rest","No"
"604","10","Tommes Pack Seat Leon","72","72","1:13.552","104.6","1:27:12.373","11:09:54.771","166","177","3","","9788538","0","","R2","No"
"605","3","Häzen","67","72","1:14.529","103.2","1:27:13.138","11:09:55.536","105","148","3","","9515691","0","","R1","No"
"606","190","MoMo Racing Team MRT","64","72","1:12.312","106.4","1:27:13.362","11:09:55.760","120","162","3","","7493526","0","","R2","No"
"607","117","Roslagen Racing BMW 323 compact","64","72","1:20.891","95.1","1:27:17.422","11:09:59.820","110","151","3","","7722653","0","","Standard","No"
"608","27","BET","65","72","1:09.089","111.4","1:27:31.129","11:10:13.527","122","159","10","","7647018","0","","R1","No"
"609","47","Nordic Light Racing","73","73","1:04.293","119.7","1:27:33.310","11:10:15.708","120","181","10","","7650748","0","","R2","No"
"610","8","Team Skeppsbrons","69","73","1:09.462","110.8","1:27:35.761","11:10:18.159","141","156","10","","4867808","0","","R1","No"
"611","30","Team Gävlarna","69","73","1:10.405","109.3","1:27:43.951","11:10:26.349","131","164","10","","3289056","0","","R1","No"
"612","99999","Miata TOT592","20","73","1:18.379","98.2","1:27:52.562","11:10:34.960","120","173","10","","2546610","0","","rest","No"
"613","10","Tommes Pack Seat Leon","73","73","1:06.166","116.3","1:28:18.539","11:11:00.937","156","179","10","","9788538","0","","R2","No"
"614","3","Häzen","68","73","1:10.023","109.9","1:28:23.161","11:11:05.559","101","147","10","","9515691","0","","R1","No"
"615","117","Roslagen Racing BMW 323 compact","65","73","1:13.876","104.1","1:28:31.298","11:11:13.696","98","149","3","","7722653","0","","Standard","No"
"616","27","BET","66","73","1:12.053","106.8","1:28:43.182","11:11:25.580","115","159","3","","7647018","0","","R1","No"
"617","190","MoMo Racing Team MRT","65","73","1:30.882","84.7","1:28:44.244","11:11:26.642","124","162","3","","7493526","0","","R2","No"
"618","47","Nordic Light Racing","74","74","1:11.507","107.6","1:28:44.817","11:11:27.215","138","182","3","","7650748","0","","R2","No"
"619","8","Team Skeppsbrons","70","74","1:14.047","103.9","1:28:49.808","11:11:32.206","127","153","3","","4867808","0","","R1","No"
"620","30","Team Gävlarna","70","74","1:08.587","112.2","1:28:52.538","11:11:34.936","136","162","3","","3289056","0","","R1","No"
"621","10","Tommes Pack Seat Leon","74","74","1:05.831","116.9","1:29:24.370","11:12:06.768","154","178","3","","9788538","0","","R2","No"
"622","3","Häzen","69","74","1:10.838","108.6","1:29:33.999","11:12:16.397","126","149","3","","9515691","0","","R1","No"
"623","117","Roslagen Racing BMW 323 compact","66","74","1:13.109","105.2","1:29:44.407","11:12:26.805","104","150","3","","7722653","0","","Standard","No"
"624","47","Nordic Light Racing","75","75","1:05.501","117.5","1:29:50.318","11:12:32.716","116","182","3","","7650748","0","","R2","No"
"625","27","BET","67","75","1:12.432","106.2","1:29:55.614","11:12:38.012","114","155","3","","7647018","0","","R1","No"
"626","190","MoMo Racing Team MRT","66","75","1:12.390","106.3","1:29:56.634","11:12:39.032","125","163","3","","7493526","0","","R2","No"
"627","8","Team Skeppsbrons","71","75","1:11.826","107.1","1:30:01.634","11:12:44.032","156","162","3","","4867808","0","","R1","No"
"628","30","Team Gävlarna","71","75","1:12.468","106.2","1:30:05.006","11:12:47.404","129","161","3","","3289056","0","","R1","No"
"629","10","Tommes Pack Seat Leon","75","75","1:06.806","115.2","1:30:31.176","11:13:13.574","174","180","19","","9788538","0","","R2","No"
"630","555","Team Hau Nau","34","75","17:29.005","7.3","1:30:40.392","11:13:22.790","78","147","19","","7637509","0","","R1","No"
"631","3","Häzen","70","75","1:10.937","108.5","1:30:44.936","11:13:27.334","114","147","19","","9515691","0","","R1","No"
"632","47","Nordic Light Racing","76","76","1:04.485","119.3","1:30:54.803","11:13:37.201","115","181","19","","7650748","0","","R2","No"
"633","117","Roslagen Racing BMW 323 compact","67","76","1:13.414","104.8","1:30:57.821","11:13:40.219","108","152","19","","7722653","0","","Standard","No"
"634","27","BET","68","76","1:08.517","112.3","1:31:04.131","11:13:46.529","115","157","19","","7647018","0","","R1","No"
"635","190","MoMo Racing Team MRT","67","76","1:09.672","110.4","1:31:06.306","11:13:48.704","125","160","19","","7493526","0","","R2","No"
"636","8","Team Skeppsbrons","72","76","1:09.023","111.5","1:31:10.657","11:13:53.055","134","157","19","","4867808","0","","R1","No"
"637","30","Team Gävlarna","72","76","1:10.920","108.5","1:31:15.926","11:13:58.324","134","164","19","","3289056","0","","R1","No"
"638","99999","Miata TOT592","21","76","3:27.712","37.0","1:31:20.274","11:14:02.672","133","177","19","","2546610","0","","rest","No"
"639","10","Tommes Pack Seat Leon","76","76","1:05.678","117.1","1:31:36.854","11:14:19.252","164","177","3","","9788538","0","","R2","No"
"640","555","Team Hau Nau","35","76","1:14.335","103.5","1:31:54.727","11:14:37.125","80","149","3","","7637509","0","","R1","No"
"641","3","Häzen","71","76","1:13.412","104.8","1:31:58.348","11:14:40.746","88","144","3","","9515691","0","","R1","No"
"642","47","Nordic Light Racing","77","77","1:04.059","120.1","1:31:58.862","11:14:41.260","113","178","3","","7650748","0","","R2","No"
"643","117","Roslagen Racing BMW 323 compact","68","77","1:13.383","104.8","1:32:11.204","11:14:53.602","94","148","3","","7722653","0","","Standard","No"
"644","27","BET","69","77","1:10.611","109.0","1:32:14.742","11:14:57.140","152","159","3","","7647018","0","","R1","No"
"645","190","MoMo Racing Team MRT","68","77","1:09.955","110.0","1:32:16.261","11:14:58.659","125","163","3","","7493526","0","","R2","No"
"646","8","Team Skeppsbrons","73","77","1:07.977","113.2","1:32:18.634","11:15:01.032","145","161","3","","4867808","0","","R1","No"
"647","30","Team Gävlarna","73","77","1:07.997","113.1","1:32:23.923","11:15:06.321","138","164","3","","3289056","0","","R1","No"
"648","99999","Miata TOT592","22","77","1:14.701","103.0","1:32:34.975","11:15:17.373","131","177","3","","2546610","0","","rest","No"
"649","10","Tommes Pack Seat Leon","77","77","1:07.152","114.6","1:32:44.006","11:15:26.404","158","176","3","","9788538","0","","R2","No"
"650","555","Team Hau Nau","36","77","1:10.650","108.9","1:33:05.377","11:15:47.775","77","150","3","","7637509","0","","R1","No"
"651","47","Nordic Light Racing","78","78","1:06.783","115.2","1:33:05.645","11:15:48.043","135","182","3","","7650748","0","","R2","No"
"652","3","Häzen","72","78","1:11.377","107.8","1:33:09.725","11:15:52.123","93","145","3","","9515691","0","","R1","No"
"653","117","Roslagen Racing BMW 323 compact","69","78","1:14.212","103.7","1:33:25.416","11:16:07.814","102","150","3","","7722653","0","","Standard","No"
"654","27","BET","70","78","1:12.067","106.8","1:33:26.809","11:16:09.207","115","158","3","","7647018","0","","R1","No"
"655","190","MoMo Racing Team MRT","69","78","1:11.805","107.1","1:33:28.066","11:16:10.464","128","162","3","","7493526","0","","R2","No"
"656","8","Team Skeppsbrons","74","78","1:09.719","110.3","1:33:28.353","11:16:10.751","151","159","3","","4867808","0","","R1","No"
"657","30","Team Gävlarna","74","78","1:08.542","112.2","1:33:32.465","11:16:14.863","130","164","4","","3289056","0","","R1","No"
"658","99999","Miata TOT592","23","78","1:13.602","104.5","1:33:48.577","11:16:30.975","133","178","4","","2546610","0","","rest","No"
"659","10","Tommes Pack Seat Leon","78","78","1:07.104","114.6","1:33:51.110","11:16:33.508","168","181","4","","9788538","0","","R2","No"
"660","47","Nordic Light Racing","79","79","1:06.081","116.4","1:34:11.726","11:16:54.124","112","180","4","","7650748","0","","R2","No"
"661","555","Team Hau Nau","37","79","1:11.787","107.2","1:34:17.164","11:16:59.562","93","149","4","","7637509","0","","R1","No"
"662","3","Häzen","73","79","1:11.636","107.4","1:34:21.361","11:17:03.759","111","148","4","","9515691","0","","R1","No"
"663","27","BET","71","79","1:10.499","109.1","1:34:37.308","11:17:19.706","109","159","3","","7647018","0","","R1","No"
"664","190","MoMo Racing Team MRT","70","79","1:10.361","109.3","1:34:38.427","11:17:20.825","125","162","3","","7493526","0","","R2","No"
"665","8","Team Skeppsbrons","75","79","1:11.114","108.2","1:34:39.467","11:17:21.865","140","158","3","","4867808","0","","R1","No"
"666","117","Roslagen Racing BMW 323 compact","70","79","1:16.468","100.6","1:34:41.884","11:17:24.282","111","154","3","","7722653","0","","Standard","No"
"667","30","Team Gävlarna","75","79","1:10.343","109.4","1:34:42.808","11:17:25.206","128","163","3","","3289056","0","","R1","No"
"668","10","Tommes Pack Seat Leon","79","79","1:06.211","116.2","1:34:57.321","11:17:39.719","162","177","3","","9788538","0","","R2","No"
"669","99999","Miata TOT592","24","79","1:13.614","104.5","1:35:02.191","11:17:44.589","126","176","3","","2546610","0","","rest","No"
"670","47","Nordic Light Racing","80","80","1:04.042","120.1","1:35:15.768","11:17:58.166","115","181","3","","7650748","0","","R2","No"
"671","555","Team Hau Nau","38","80","1:13.286","105.0","1:35:30.450","11:18:12.848","86","151","3","","7637509","0","","R1","No"
"672","3","Häzen","74","80","1:12.155","106.6","1:35:33.516","11:18:15.914","107","147","3","","9515691","0","","R1","No"
"673","27","BET","72","80","1:13.910","104.1","1:35:51.218","11:18:33.616","119","157","3","","7647018","0","","R1","No"
"674","8","Team Skeppsbrons","76","80","1:13.811","104.2","1:35:53.278","11:18:35.676","162","163","3","","4867808","0","","R1","No"
"675","190","MoMo Racing Team MRT","71","80","1:15.213","102.3","1:35:53.640","11:18:36.038","126","163","3","","7493526","0","","R2","No"
"676","30","Team Gävlarna","76","80","1:13.364","104.9","1:35:56.172","11:18:38.570","137","162","3","","3289056","0","","R1","No"
"677","117","Roslagen Racing BMW 323 compact","71","80","1:15.346","102.1","1:35:57.230","11:18:39.628","93","148","3","","7722653","0","","Standard","No"
"678","10","Tommes Pack Seat Leon","80","80","1:05.510","117.4","1:36:02.831","11:18:45.229","160","180","3","","9788538","0","","R2","No"
"679","99999","Miata TOT592","25","80","1:16.072","101.1","1:36:18.263","11:19:00.661","120","175","3","","2546610","0","","rest","No"
"680","47","Nordic Light Racing","81","81","1:06.940","114.9","1:36:22.708","11:19:05.106","119","180","3","","7650748","0","","R2","No"
"681","555","Team Hau Nau","39","81","1:12.895","105.5","1:36:43.345","11:19:25.743","90","150","4","","7637509","0","","R1","No"
"682","3","Häzen","75","81","1:12.612","105.9","1:36:46.128","11:19:28.526","87","145","4","","9515691","0","","R1","No"
"683","27","BET","73","81","1:09.380","110.9","1:37:00.598","11:19:42.996","117","158","4","","7647018","0","","R1","No"
"684","8","Team Skeppsbrons","77","81","1:09.061","111.4","1:37:02.339","11:19:44.737","144","160","4","","4867808","0","","R1","No"
"685","190","MoMo Racing Team MRT","72","81","1:10.367","109.3","1:37:04.007","11:19:46.405","128","162","4","","7493526","0","","R2","No"
"686","30","Team Gävlarna","77","81","1:10.920","108.5","1:37:07.092","11:19:49.490","134","164","4","","3289056","0","","R1","No"
"687","10","Tommes Pack Seat Leon","81","81","1:10.218","109.6","1:37:13.049","11:19:55.447","163","178","4","","9788538","0","","R2","No"
"688","117","Roslagen Racing BMW 323 compact","72","81","1:17.757","98.9","1:37:14.987","11:19:57.385","98","149","4","","7722653","0","","Standard","No"
"689","47","Nordic Light Racing","82","82","1:03.760","120.7","1:37:26.468","11:20:08.866","111","179","4","","7650748","0","","R2","No"
"690","99999","Miata TOT592","26","82","1:12.030","106.8","1:37:30.293","11:20:12.691","130","177","4","","2546610","0","","rest","No"
"691","555","Team Hau Nau","40","82","1:10.398","109.3","1:37:53.743","11:20:36.141","78","148","3","","7637509","0","","R1","No"
"692","3","Häzen","76","82","1:10.818","108.6","1:37:56.946","11:20:39.344","96","146","3","","9515691","0","","R1","No"
