"#","No.","Name","Laps","Lead","Lap Tm","Spd","Elapsed Tm","Passing Tm","Hits","Strength","Noise","Photocell Time","Transponder","Backup Tx","Backup Passing Tm","Class","Deleted"
"1498","8","Team Skeppsbrons","203","214","1:07.423","114.1","4:22:58.029","15:05:19.398","135","156","6","","4867808","0","","R1","No"
"1499","27","BET","205","214","1:11.259","108.0","4:23:08.010","15:05:29.379","114","159","6","","7647018","0","","R1","No"
"1500","117","Roslagen Racing BMW 323 compact","181","214","1:20.201","95.9","4:23:16.315","15:05:37.684","109","153","6","","7722653","0","","Standard","No"
"1501","190","MoMo Racing Team MRT","169","214","1:10.055","109.8","4:23:33.067","15:05:54.436","123","161","6","","7493526","0","","R2","No"
"1502","47","Nordic Light Racing","215","215","1:06.869","115.0","4:23:41.672","15:06:03.041","108","179","6","","7650748","0","","R2","No"
"1503","555","Team Hau Nau","161","215","1:09.230","111.1","4:24:02.499","15:06:23.868","120","155","6","","7637509","0","","R1","No"
"1504","8","Team Skeppsbrons","204","215","1:07.749","113.6","4:24:05.778","15:06:27.147","126","149","6","","4867808","0","","R1","No"
"1505","27","BET","206","215","1:09.726","110.3","4:24:17.736","15:06:39.105","120","158","6","","7647018","0","","R1","No"
"1506","117","Roslagen Racing BMW 323 compact","182","215","1:18.318","98.2","4:24:34.633","15:06:56.002","118","152","6","","7722653","0","","Standard","No"
"1507","190","MoMo Racing Team MRT","170","215","1:10.159","109.7","4:24:43.226","15:07:04.595","127","162","6","","7493526","0","","R2","No"
"1508","47","Nordic Light Racing","216","216","1:06.358","115.9","4:24:48.030","15:07:09.399","108","179","6","","7650748","0","","R2","No"
"1509","555","Team Hau Nau","162","216","1:09.941","110.0","4:25:12.440","15:07:33.809","68","146","7","","7637509","0","","R1","No"
"1510","8","Team Skeppsbrons","205","216","1:10.493","109.1","4:25:16.271","15:07:37.640","142","161","7","","4867808","0","","R1","No"
"1511","27","BET","207","216","1:10.075","109.8","4:25:27.811","15:07:49.180","116","158","7","","7647018","0","","R1","No"
"1512","117","Roslagen Racing BMW 323 compact","183","216","1:20.403","95.7","4:25:55.036","15:08:16.405","122","152","4","","7722653","0","","Standard","No"
"1513","190","MoMo Racing Team MRT","171","216","1:12.254","106.5","4:25:55.480","15:08:16.849","119","162","4","","7493526","0","","R2","No"
"1514","47","Nordic Light Racing","217","217","1:08.226","112.8","4:25:56.256","15:08:17.625","165","183","4","","7650748","0","","R2","No"
"1515","555","Team Hau Nau","163","217","1:08.509","112.3","4:26:20.949","15:08:42.318","68","146","4","","7637509","0","","R1","No"
"1516","8","Team Skeppsbrons","206","217","1:10.102","109.7","4:26:26.373","15:08:47.742","141","156","4","","4867808","0","","R1","No"
"1517","27","BET","208","217","1:09.396","110.9","4:26:37.207","15:08:58.576","112","159","4","","7647018","0","","R1","No"
"1518","47","Nordic Light Racing","218","218","1:10.156","109.7","4:27:06.412","15:09:27.781","107","179","6","","7650748","0","","R2","No"
"1519","190","MoMo Racing Team MRT","172","218","1:12.400","106.3","4:27:07.880","15:09:29.249","125","161","6","","7493526","0","","R2","No"
"1520","117","Roslagen Racing BMW 323 compact","184","218","1:17.590","99.2","4:27:12.626","15:09:33.995","112","152","6","","7722653","0","","Standard","No"
"1521","555","Team Hau Nau","164","218","1:07.464","114.0","4:27:28.413","15:09:49.782","68","146","6","","7637509","0","","R1","No"
"1522","8","Team Skeppsbrons","207","218","1:07.828","113.4","4:27:34.201","15:09:55.570","135","158","6","","4867808","0","","R1","No"
"1523","27","BET","209","218","1:09.969","110.0","4:27:47.176","15:10:08.545","120","158","6","","7647018","0","","R1","No"
"1524","47","Nordic Light Racing","219","219","1:07.619","113.8","4:28:14.031","15:10:35.400","109","180","6","","7650748","0","","R2","No"
"1525","190","MoMo Racing Team MRT","173","219","1:10.527","109.1","4:28:18.407","15:10:39.776","122","161","6","","7493526","0","","R2","No"
"1526","117","Roslagen Racing BMW 323 compact","185","219","1:16.962","100.0","4:28:29.588","15:10:50.957","106","150","6","","7722653","0","","Standard","No"
"1527","555","Team Hau Nau","165","219","1:11.003","108.4","4:28:39.416","15:11:00.785","89","150","6","","7637509","0","","R1","No"
"1528","8","Team Skeppsbrons","208","219","1:08.656","112.1","4:28:42.857","15:11:04.226","140","159","6","","4867808","0","","R1","No"
"1529","27","BET","210","219","1:11.908","107.0","4:28:59.084","15:11:20.453","125","156","6","","7647018","0","","R1","No"
"1530","47","Nordic Light Racing","220","220","1:07.608","113.8","4:29:21.639","15:11:43.008","118","181","6","","7650748","0","","R2","No"
"1531","190","MoMo Racing Team MRT","174","220","1:09.854","110.1","4:29:28.261","15:11:49.630","121","162","6","","7493526","0","","R2","No"
"1532","117","Roslagen Racing BMW 323 compact","186","220","1:14.958","102.6","4:29:44.546","15:12:05.915","113","153","6","","7722653","0","","Standard","No"
"1533","555","Team Hau Nau","166","220","1:08.229","112.8","4:29:47.645","15:12:09.014","78","148","6","","7637509","0","","R1","No"
"1534","8","Team Skeppsbrons","209","220","1:09.209","111.2","4:29:52.066","15:12:13.435","132","156","6","","4867808","0","","R1","No"
"1535","27","BET","211","220","1:10.099","109.7","4:30:09.183","15:12:30.552","119","158","6","","7647018","0","","R1","No"
"1536","47","Nordic Light Racing","221","221","1:06.573","115.6","4:30:28.212","15:12:49.581","110","180","6","","7650748","0","","R2","No"
"1537","190","MoMo Racing Team MRT","175","221","1:11.089","108.2","4:30:39.350","15:13:00.719","123","162","6","","7493526","0","","R2","No"
"1538","555","Team Hau Nau","167","221","1:11.834","107.1","4:30:59.479","15:13:20.848","77","146","6","","7637509","0","","R1","No"
"1539","8","Team Skeppsbrons","210","221","1:11.206","108.0","4:31:03.272","15:13:24.641","130","150","6","","4867808","0","","R1","No"
"1540","117","Roslagen Racing BMW 323 compact","187","221","1:19.671","96.6","4:31:04.217","15:13:25.586","107","152","6","","7722653","0","","Standard","No"
"1541","27","BET","212","221","1:09.430","110.8","4:31:18.613","15:13:39.982","122","159","6","","7647018","0","","R1","No"
"1542","47","Nordic Light Racing","222","222","1:10.420","109.2","4:31:38.632","15:14:00.001","120","180","6","","7650748","0","","R2","No"
"1543","190","MoMo Racing Team MRT","176","222","1:09.859","110.1","4:31:49.209","15:14:10.578","120","161","6","","7493526","0","","R2","No"
"1544","555","Team Hau Nau","168","222","1:07.390","114.2","4:32:06.869","15:14:28.238","74","146","6","","7637509","0","","R1","No"
"1545","8","Team Skeppsbrons","211","222","1:08.158","112.9","4:32:11.430","15:14:32.799","129","149","6","","4867808","0","","R1","No"
"1546","117","Roslagen Racing BMW 323 compact","188","222","1:15.473","101.9","4:32:19.690","15:14:41.059","105","151","6","","7722653","0","","Standard","No"
"1547","27","BET","213","222","1:11.397","107.8","4:32:30.010","15:14:51.379","109","158","6","","7647018","0","","R1","No"
"1548","47","Nordic Light Racing","223","223","1:09.498","110.7","4:32:48.130","15:15:09.499","112","180","6","","7650748","0","","R2","No"
"1549","190","MoMo Racing Team MRT","177","223","1:13.944","104.0","4:33:03.153","15:15:24.522","122","163","4","","7493526","0","","R2","No"
"1550","555","Team Hau Nau","169","223","1:08.136","112.9","4:33:15.005","15:15:36.374","84","149","4","","7637509","0","","R1","No"
"1551","8","Team Skeppsbrons","212","223","1:07.213","114.5","4:33:18.643","15:15:40.012","141","159","4","","4867808","0","","R1","No"
"1552","117","Roslagen Racing BMW 323 compact","189","223","1:16.560","100.5","4:33:36.250","15:15:57.619","113","150","4","","7722653","0","","Standard","No"
"1553","27","BET","214","223","1:10.078","109.8","4:33:40.088","15:16:01.457","121","157","4","","7647018","0","","R1","No"
"1554","47","Nordic Light Racing","224","224","1:11.513","107.6","4:33:59.643","15:16:21.012","118","181","9","","7650748","0","","R2","No"
"1555","190","MoMo Racing Team MRT","178","224","1:10.424","109.2","4:34:13.577","15:16:34.946","121","162","9","","7493526","0","","R2","No"
"1556","555","Team Hau Nau","170","224","1:12.235","106.5","4:34:27.240","15:16:48.609","73","149","9","","7637509","0","","R1","No"
"1557","8","Team Skeppsbrons","213","224","1:10.107","109.7","4:34:28.750","15:16:50.119","136","152","9","","4867808","0","","R1","No"
"1558","27","BET","215","224","1:09.600","110.5","4:34:49.688","15:17:11.057","122","159","9","","7647018","0","","R1","No"
"1559","117","Roslagen Racing BMW 323 compact","190","224","1:15.430","102.0","4:34:51.680","15:17:13.049","112","153","9","","7722653","0","","Standard","No"
"1560","47","Nordic Light Racing","225","225","1:07.694","113.6","4:35:07.337","15:17:28.706","107","178","6","","7650748","0","","R2","No"
"1561","190","MoMo Racing Team MRT","179","225","1:11.946","106.9","4:35:25.523","15:17:46.892","124","162","6","","7493526","0","","R2","No"
"1562","555","Team Hau Nau","171","225","1:07.846","113.4","4:35:35.086","15:17:56.455","74","148","6","","7637509","0","","R1","No"
"1563","8","Team Skeppsbrons","214","225","1:07.909","113.3","4:35:36.659","15:17:58.028","125","149","6","","4867808","0","","R1","No"
"1564","27","BET","216","225","1:09.810","110.2","4:35:59.498","15:18:20.867","122","157","7","","7647018","0","","R1","No"
"1565","117","Roslagen Racing BMW 323 compact","191","225","1:14.970","102.6","4:36:06.650","15:18:28.019","119","150","7","","7722653","0","","Standard","No"
"1566","47","Nordic Light Racing","226","226","1:06.468","115.7","4:36:13.805","15:18:35.174","110","179","7","","7650748","0","","R2","No"
"1567","190","MoMo Racing Team MRT","180","226","1:11.281","107.9","4:36:36.804","15:18:58.173","125","162","7","","7493526","0","","R2","No"
"1568","555","Team Hau Nau","172","226","1:10.925","108.5","4:36:46.011","15:19:07.380","104","152","7","","7637509","0","","R1","No"
"1569","8","Team Skeppsbrons","215","226","1:10.138","109.7","4:36:46.797","15:19:08.166","143","154","7","","4867808","0","","R1","No"
"1570","27","BET","217","226","1:09.742","110.3","4:37:09.240","15:19:30.609","118","158","6","","7647018","0","","R1","No"
"1571","47","Nordic Light Racing","227","227","1:07.850","113.4","4:37:21.655","15:19:43.024","115","178","6","","7650748","0","","R2","No"
"1572","117","Roslagen Racing BMW 323 compact","192","227","1:16.436","100.6","4:37:23.086","15:19:44.455","110","151","6","","7722653","0","","Standard","No"
"1573","190","MoMo Racing Team MRT","181","227","1:10.062","109.8","4:37:46.866","15:20:08.235","123","163","6","","7493526","0","","R2","No"
"1574","555","Team Hau Nau","173","227","1:07.206","114.5","4:37:53.217","15:20:14.586","77","147","6","","7637509","0","","R1","No"
"1575","8","Team Skeppsbrons","216","227","1:07.019","114.8","4:37:53.816","15:20:15.185","127","150","6","","4867808","0","","R1","No"
"1576","27","BET","218","227","1:15.889","101.4","4:38:25.129","15:20:46.498","128","158","6","","7647018","0","","R1","No"
"1577","47","Nordic Light Racing","228","228","1:07.340","114.2","4:38:28.995","15:20:50.364","111","178","6","","7650748","0","","R2","No"
"1578","117","Roslagen Racing BMW 323 compact","193","228","1:14.934","102.7","4:38:38.020","15:20:59.389","110","149","6","","7722653","0","","Standard","No"
"1579","190","MoMo Racing Team MRT","182","228","1:11.865","107.1","4:38:58.731","15:21:20.100","127","160","9","","7493526","0","","R2","No"
"1580","8","Team Skeppsbrons","217","228","1:07.027","114.8","4:39:00.843","15:21:22.212","135","154","9","","4867808","0","","R1","No"
"1581","555","Team Hau Nau","174","228","1:08.157","112.9","4:39:01.374","15:21:22.743","79","151","9","","7637509","0","","R1","No"
"1582","27","BET","219","228","1:12.046","106.8","4:39:37.175","15:21:58.544","115","159","9","","7647018","0","","R1","No"
"1583","47","Nordic Light Racing","229","229","1:08.829","111.8","4:39:37.824","15:21:59.193","120","182","9","","7650748","0","","R2","No"
"1584","117","Roslagen Racing BMW 323 compact","194","229","1:15.084","102.5","4:39:53.104","15:22:14.473","112","150","9","","7722653","0","","Standard","No"
"1585","190","MoMo Racing Team MRT","183","229","1:10.002","109.9","4:40:08.733","15:22:30.102","125","158","6","","7493526","0","","R2","No"
"1586","555","Team Hau Nau","175","229","1:08.277","112.7","4:40:09.651","15:22:31.020","76","150","6","","7637509","0","","R1","No"
"1587","8","Team Skeppsbrons","218","229","1:09.592","110.5","4:40:10.435","15:22:31.804","130","154","6","","4867808","0","","R1","No"
"1588","47","Nordic Light Racing","230","230","1:07.531","113.9","4:40:45.355","15:23:06.724","110","181","6","","7650748","0","","R2","No"
"1589","27","BET","220","230","1:12.362","106.3","4:40:49.537","15:23:10.906","117","158","6","","7647018","0","","R1","No"
"1590","117","Roslagen Racing BMW 323 compact","195","230","1:14.999","102.6","4:41:08.103","15:23:29.472","105","149","7","","7722653","0","","Standard","No"
"1591","555","Team Hau Nau","176","230","1:09.165","111.2","4:41:18.816","15:23:40.185","64","152","7","","7637509","0","","R1","No"
"1592","190","MoMo Racing Team MRT","184","230","1:10.123","109.7","4:41:18.856","15:23:40.225","99","157","7","","7493526","0","","R2","No"
"1593","8","Team Skeppsbrons","219","230","1:08.884","111.7","4:41:19.319","15:23:40.688","145","160","7","","4867808","0","","R1","No"
"1594","47","Nordic Light Racing","231","231","1:09.288","111.0","4:41:54.643","15:24:16.012","147","179","6","","7650748","0","","R2","No"
"1595","27","BET","221","231","1:09.873","110.1","4:41:59.410","15:24:20.779","141","158","6","","7647018","0","","R1","No"
"1596","117","Roslagen Racing BMW 323 compact","196","231","1:16.573","100.5","4:42:24.676","15:24:46.045","136","152","6","","7722653","0","","Standard","No"
"1597","555","Team Hau Nau","177","231","1:08.242","112.7","4:42:27.058","15:24:48.427","76","148","6","","7637509","0","","R1","No"
"1598","8","Team Skeppsbrons","220","231","1:08.338","112.6","4:42:27.657","15:24:49.026","137","157","6","","4867808","0","","R1","No"
"1599","190","MoMo Racing Team MRT","185","231","1:10.226","109.5","4:42:29.082","15:24:50.451","125","160","6","","7493526","0","","R2","No"
"1600","47","Nordic Light Racing","232","232","1:07.821","113.4","4:43:02.464","15:25:23.833","115","181","7","","7650748","0","","R2","No"
"1601","27","BET","222","232","1:12.538","106.1","4:43:11.948","15:25:33.317","141","158","7","","7647018","0","","R1","No"
"1602","8","Team Skeppsbrons","221","232","1:08.912","111.6","4:43:36.569","15:25:57.938","141","160","7","","4867808","0","","R1","No"
"1603","190","MoMo Racing Team MRT","186","232","1:11.606","107.4","4:43:40.688","15:26:02.057","124","163","7","","7493526","0","","R2","No"
"1604","117","Roslagen Racing BMW 323 compact","197","232","1:19.601","96.6","4:43:44.277","15:26:05.646","111","151","7","","7722653","0","","Standard","No"
"1605","47","Nordic Light Racing","233","233","1:08.078","113.0","4:44:10.542","15:26:31.911","113","179","13","","7650748","0","","R2","No"
"1606","27","BET","223","233","1:12.862","105.6","4:44:24.810","15:26:46.179","115","159","13","","7647018","0","","R1","No"
"1607","8","Team Skeppsbrons","222","233","1:08.233","112.7","4:44:44.802","15:27:06.171","141","157","13","","4867808","0","","R1","No"
"1608","190","MoMo Racing Team MRT","187","233","1:11.542","107.5","4:44:52.230","15:27:13.599","122","162","13","","7493526","0","","R2","No"
"1609","117","Roslagen Racing BMW 323 compact","198","233","1:17.514","99.2","4:45:01.791","15:27:23.160","107","149","6","","7722653","0","","Standard","No"
"1610","47","Nordic Light Racing","234","234","1:06.750","115.3","4:45:17.292","15:27:38.661","108","179","6","","7650748","0","","R2","No"
"1611","27","BET","224","234","1:10.533","109.1","4:45:35.343","15:27:56.712","121","158","6","","7647018","0","","R1","No"
"1612","8","Team Skeppsbrons","223","234","1:13.150","105.2","4:45:57.952","15:28:19.321","218","162","6","","4867808","0","","R1","No"
"1613","190","MoMo Racing Team MRT","188","234","1:10.319","109.4","4:46:02.549","15:28:23.918","121","158","6","","7493526","0","","R2","No"
"1614","117","Roslagen Racing BMW 323 compact","199","234","1:17.742","99.0","4:46:19.533","15:28:40.902","104","147","6","","7722653","0","","Standard","No"
"1615","47","Nordic Light Racing","235","235","1:06.852","115.1","4:46:24.144","15:28:45.513","114","181","6","","7650748","0","","R2","No"
"1616","27","BET","225","235","1:09.395","110.9","4:46:44.738","15:29:06.107","122","157","6","","7647018","0","","R1","No"
"1617","190","MoMo Racing Team MRT","189","235","1:09.855","110.1","4:47:12.404","15:29:33.773","121","161","6","","7493526","0","","R2","No"
"1618","117","Roslagen Racing BMW 323 compact","200","235","1:17.108","99.8","4:47:36.641","15:29:58.010","121","152","6","","7722653","0","","Standard","No"
"1619","47","Nordic Light Racing","236","236","1:13.393","104.8","4:47:37.537","15:29:58.906","158","181","6","","7650748","0","","R2","No"
"1620","27","BET","226","236","1:10.315","109.4","4:47:55.053","15:30:16.422","121","158","6","","7647018","0","","R1","No"
"1621","190","MoMo Racing Team MRT","190","236","1:10.305","109.4","4:48:22.709","15:30:44.078","125","163","6","","7493526","0","","R2","No"
"1622","47","Nordic Light Racing","237","237","1:08.786","111.8","4:48:46.323","15:31:07.692","111","180","6","","7650748","0","","R2","No"
"1623","555","Team Hau Nau","178","237","6:21.397","20.2","4:48:48.455","15:31:09.824","82","146","6","","7637509","0","","R1","No"
"1624","117","Roslagen Racing BMW 323 compact","201","237","1:16.536","100.5","4:48:53.177","15:31:14.546","115","153","6","","7722653","0","","Standard","No"
"1625","27","BET","227","237","1:12.277","106.4","4:49:07.330","15:31:28.699","114","156","13","","7647018","0","","R1","No"
"1626","190","MoMo Racing Team MRT","191","237","1:10.395","109.3","4:49:33.104","15:31:54.473","125","161","13","","7493526","0","","R2","No"
"1627","47","Nordic Light Racing","238","238","1:06.827","115.1","4:49:53.150","15:32:14.519","110","179","13","","7650748","0","","R2","No"
"1628","555","Team Hau Nau","179","238","1:10.639","108.9","4:49:59.094","15:32:20.463","72","148","13","","7637509","0","","R1","No"
"1629","117","Roslagen Racing BMW 323 compact","202","238","1:14.993","102.6","4:50:08.170","15:32:29.539","117","152","13","","7722653","0","","Standard","No"
"1630","27","BET","228","238","1:11.057","108.3","4:50:18.387","15:32:39.756","131","160","13","","7647018","0","","R1","No"
"1631","47","Nordic Light Racing","239","239","1:06.544","115.6","4:50:59.694","15:33:21.063","143","181","4","","7650748","0","","R2","No"
"1632","190","MoMo Racing Team MRT","192","239","1:32.155","83.5","4:51:05.259","15:33:26.628","135","157","4","","7493526","0","","R2","No"
"1633","555","Team Hau Nau","180","239","1:10.450","109.2","4:51:09.544","15:33:30.913","82","151","4","","7637509","0","","R1","No"
"1634","","Yellow Flag","","","","","4:51:13.165","15:33:34.534","","","","","","","","",""
"1635","","Green Flag","","","","","4:51:18.261","15:33:39.630","","","","","","","","",""
"1636","117","Roslagen Racing BMW 323 compact","203","239","1:15.906","101.4","4:51:24.076","15:33:45.445","105","149","4","","7722653","0","","Standard","No"
"1637","27","BET","229","239","1:16.329","100.8","4:51:34.716","15:33:56.085","311","160","4","","7647018","0","","R1","No"
"1638","555","Team Hau Nau","181","239","3:54.108","32.9","4:55:03.652","15:37:25.021","446","156","13","","7637509","0","","R1","No"
"1639","117","Roslagen Racing BMW 323 compact","204","239","3:41.329","34.8","4:55:05.405","15:37:26.774","433","152","6","","7722653","0","","Standard","No"
"1640","117","Roslagen Racing BMW 323 compact","205","239","3:01.157","42.5","4:58:06.562","15:40:27.931","125","152","6","","7722653","0","","Standard","No"
"1641","117","Roslagen Racing BMW 323 compact","206","239","1:23.362","92.3","4:59:29.924","15:41:51.293","110","150","6","","7722653","0","","Standard","No"
"1642","27","BET","230","239","8:14.813","15.5","4:59:49.529","15:42:10.898","128","155","6","","7647018","0","","R1","No"
"1643","555","Team Hau Nau","182","239","5:10.534","24.8","5:00:14.186","15:42:35.555","84","148","7","","7637509","0","","R1","No"
"1644","117","Roslagen Racing BMW 323 compact","207","239","1:14.494","103.3","5:00:44.418","15:43:05.787","106","151","7","","7722653","0","","Standard","No"
"1645","27","BET","231","239","1:09.313","111.0","5:00:58.842","15:43:20.211","129","155","9","","7647018","0","","R1","No"
"1646","555","Team Hau Nau","183","239","1:11.309","107.9","5:01:25.495","15:43:46.864","73","148","9","","7637509","0","","R1","No"
"1647","117","Roslagen Racing BMW 323 compact","208","239","1:15.868","101.4","5:02:00.286","15:44:21.655","111","151","7","","7722653","0","","Standard","No"
"1648","27","BET","232","239","1:07.413","114.1","5:02:06.255","15:44:27.624","128","156","7","","7647018","0","","R1","No"
"1649","190","MoMo Racing Team MRT","193","239","11:02.834","11.6","5:02:08.093","15:44:29.462","122","156","7","","7493526","0","","R2","No"
"1650","555","Team Hau Nau","184","239","1:10.009","109.9","5:02:35.504","15:44:56.873","85","150","7","","7637509","0","","R1","No"
"1651","27","BET","233","239","1:08.886","111.7","5:03:15.141","15:45:36.510","109","157","10","","7647018","0","","R1","No"
"1652","117","Roslagen Racing BMW 323 compact","209","239","1:14.981","102.6","5:03:15.267","15:45:36.636","108","152","10","","7722653","0","","Standard","No"
"1653","190","MoMo Racing Team MRT","194","239","1:11.871","107.0","5:03:19.964","15:45:41.333","124","156","10","","7493526","0","","R2","No"
"1654","555","Team Hau Nau","185","239","1:10.696","108.8","5:03:46.200","15:46:07.569","92","150","10","","7637509","0","","R1","No"
"1655","47","Nordic Light Racing","240","240","13:15.689","9.7","5:04:15.383","15:46:36.752","121","183","9","","7650748","0","","R2","No"
"1656","27","BET","234","240","1:08.316","112.6","5:04:23.457","15:46:44.826","126","155","9","","7647018","0","","R1","No"
"1657","117","Roslagen Racing BMW 323 compact","210","240","1:14.859","102.8","5:04:30.126","15:46:51.495","126","152","9","","7722653","0","","Standard","No"
"1658","190","MoMo Racing Team MRT","195","240","1:11.532","107.5","5:04:31.496","15:46:52.865","125","156","9","","7493526","0","","R2","No"
"1659","555","Team Hau Nau","186","240","1:10.396","109.3","5:04:56.596","15:47:17.965","78","149","11","","7637509","0","","R1","No"
"1660","47","Nordic Light Racing","241","241","1:15.834","101.4","5:05:31.217","15:47:52.586","128","182","11","","7650748","0","","R2","No"
"1661","27","BET","235","241","1:09.135","111.3","5:05:32.592","15:47:53.961","129","158","11","","7647018","0","","R1","No"
"1662","190","MoMo Racing Team MRT","196","241","1:11.434","107.7","5:05:42.930","15:48:04.299","122","158","11","","7493526","0","","R2","No"
"1663","117","Roslagen Racing BMW 323 compact","211","241","1:16.095","101.1","5:05:46.221","15:48:07.590","114","151","11","","7722653","0","","Standard","No"
"1664","555","Team Hau Nau","187","241","1:10.157","109.7","5:06:06.753","15:48:28.122","81","149","9","","7637509","0","","R1","No"
"1665","47","Nordic Light Racing","242","242","1:08.033","113.1","5:06:39.250","15:49:00.619","114","182","9","","7650748","0","","R2","No"
"1666","27","BET","236","242","1:07.272","114.4","5:06:39.864","15:49:01.233","115","158","9","","7647018","0","","R1","No"
"1667","190","MoMo Racing Team MRT","197","242","1:11.144","108.1","5:06:54.074","15:49:15.443","121","156","6","","7493526","0","","R2","No"
"1668","117","Roslagen Racing BMW 323 compact","212","242","1:14.474","103.3","5:07:00.695","15:49:22.064","107","150","6","","7722653","0","","Standard","No"
"1669","555","Team Hau Nau","188","242","1:10.046","109.8","5:07:16.799","15:49:38.168","74","149","6","","7637509","0","","R1","No"
"1670","47","Nordic Light Racing","243","243","1:06.021","116.5","5:07:45.271","15:50:06.640","114","181","6","","7650748","0","","R2","No"
"1671","27","BET","237","243","1:06.519","115.7","5:07:46.383","15:50:07.752","125","157","6","","7647018","0","","R1","No"
"1672","190","MoMo Racing Team MRT","198","243","1:11.155","108.1","5:08:05.229","15:50:26.598","122","156","6","","7493526","0","","R2","No"
"1673","117","Roslagen Racing BMW 323 compact","213","243","1:14.882","102.7","5:08:15.577","15:50:36.946","132","151","6","","7722653","0","","Standard","No"
"1674","555","Team Hau Nau","189","243","1:11.734","107.2","5:08:28.533","15:50:49.902","88","151","6","","7637509","0","","R1","No"
"1675","47","Nordic Light Racing","244","244","1:06.960","114.9","5:08:52.231","15:51:13.600","116","181","6","","7650748","0","","R2","No"
"1676","27","BET","238","244","1:07.416","114.1","5:08:53.799","15:51:15.168","128","159","6","","7647018","0","","R1","No"
"1677","190","MoMo Racing Team MRT","199","244","1:11.086","108.2","5:09:16.315","15:51:37.684","122","155","6","","7493526","0","","R2","No"
"1678","555","Team Hau Nau","190","244","1:11.362","107.8","5:09:39.895","15:52:01.264","87","150","6","","7637509","0","","R1","No"
"1679","47","Nordic Light Racing","245","245","1:06.039","116.5","5:09:58.270","15:52:19.639","113","182","10","","7650748","0","","R2","No"
"1680","27","BET","239","245","1:07.801","113.5","5:10:01.600","15:52:22.969","129","157","10","","7647018","0","","R1","No"
"1681","190","MoMo Racing Team MRT","200","245","1:10.836","108.6","5:10:27.151","15:52:48.520","125","157","10","","7493526","0","","R2","No"
"1682","555","Team Hau Nau","191","245","1:10.725","108.8","5:10:50.620","15:53:11.989","81","147","10","","7637509","0","","R1","No"
"1683","47","Nordic Light Racing","246","246","1:05.912","116.7","5:11:04.182","15:53:25.551","112","182","11","","7650748","0","","R2","No"
"1684","27","BET","240","246","1:08.921","111.6","5:11:10.521","15:53:31.890","142","159","11","","7647018","0","","R1","No"
"1685","190","MoMo Racing Team MRT","201","246","1:11.267","107.9","5:11:38.418","15:53:59.787","119","157","11","","7493526","0","","R2","No"
"1686","555","Team Hau Nau","192","246","1:10.321","109.4","5:12:00.941","15:54:22.310","84","150","11","","7637509","0","","R1","No"
"1687","47","Nordic Light Racing","247","247","1:06.318","116.0","5:12:10.500","15:54:31.869","116","181","11","","7650748","0","","R2","No"
"1688","27","BET","241","247","1:10.871","108.6","5:12:21.392","15:54:42.761","122","152","11","","7647018","0","","R1","No"
"1689","190","MoMo Racing Team MRT","202","247","1:10.482","109.2","5:12:48.900","15:55:10.269","125","156","11","","7493526","0","","R2","No"
"1690","555","Team Hau Nau","193","247","1:10.163","109.6","5:13:11.104","15:55:32.473","79","148","6","","7637509","0","","R1","No"
"1691","47","Nordic Light Racing","248","248","1:05.974","116.6","5:13:16.474","15:55:37.843","114","181","6","","7650748","0","","R2","No"
"1692","27","BET","242","248","1:09.880","110.1","5:13:31.272","15:55:52.641","130","157","6","","7647018","0","","R1","No"
"1693","190","MoMo Racing Team MRT","203","248","1:10.693","108.8","5:13:59.593","15:56:20.962","125","157","11","","7493526","0","","R2","No"
"1694","555","Team Hau Nau","194","248","1:09.908","110.0","5:14:21.012","15:56:42.381","82","149","11","","7637509","0","","R1","No"
"1695","47","Nordic Light Racing","249","249","1:05.366","117.7","5:14:21.840","15:56:43.209","115","180","11","","7650748","0","","R2","No"
"1696","27","BET","243","249","1:10.174","109.6","5:14:41.446","15:57:02.815","130","157","11","","7647018","0","","R1","No"
"1697","117","Roslagen Racing BMW 323 compact","214","249","6:31.180","19.7","5:14:46.757","15:57:08.126","103","150","11","","7722653","0","","Standard","No"
"1698","190","MoMo Racing Team MRT","204","249","1:10.541","109.1","5:15:10.134","15:57:31.503","122","157","11","","7493526","0","","R2","No"
"1699","47","Nordic Light Racing","250","250","1:07.471","114.0","5:15:29.311","15:57:50.680","113","182","11","","7650748","0","","R2","No"
"1700","555","Team Hau Nau","195","250","1:11.282","107.9","5:15:32.294","15:57:53.663","70","147","11","","7637509","0","","R1","No"
"1701","27","BET","244","250","1:09.040","111.4","5:15:50.486","15:58:11.855","134","155","11","","7647018","0","","R1","No"
"1702","117","Roslagen Racing BMW 323 compact","215","250","1:12.672","105.9","5:15:59.429","15:58:20.798","106","150","6","","7722653","0","","Standard","No"
"1703","190","MoMo Racing Team MRT","205","250","1:10.526","109.1","5:16:20.660","15:58:42.029","120","157","6","","7493526","0","","R2","No"
"1704","47","Nordic Light Racing","251","251","1:06.366","115.9","5:16:35.677","15:58:57.046","116","181","6","","7650748","0","","R2","No"
"1705","555","Team Hau Nau","196","251","1:10.412","109.3","5:16:42.706","15:59:04.075","79","147","6","","7637509","0","","R1","No"
"1706","27","BET","245","251","1:12.620","105.9","5:17:03.106","15:59:24.475","141","154","6","","7647018","0","","R1","No"
